hip,ra,dec,radeg,decdeg
40358,08 14 23.98,-03 49 47.5,123.6,-3.83
40359,08 14 24.98,-53 48 22.9,123.604,-53.806
40360,08 14 25.37,-61 39 34.6,123.606,-61.66
40361,08 14 27.05,+20 42 28.1,123.613,20.708
40362,08 14 28.13,-05 42 16.2,123.617,-5.705
40363,08 14 28.75,-56 45 23.8,123.62,-56.757
40364,08 14 28.92,+33 56 37.8,123.621,33.944
40365,08 14 29.27,-58 21 46.9,123.622,-58.363
40366,08 14 29.66,-40 49 33.2,123.624,-40.826
40367,08 14 29.94,-38 30 31.7,123.625,-38.509
40368,08 14 30.33,+58 57 27.3,123.626,58.958
40369,08 14 31.01,+41 36 34.2,123.629,41.61
40370,08 14 31.40,-27 25 00.5,123.631,-27.417
40371,08 14 31.53,-45 12 50.6,123.631,-45.214
40372,08 14 31.98,+10 11 17.9,123.633,10.188
40373,08 14 33.66,-27 45 46.8,123.64,-27.763
40374,08 14 35.43,-34 39 56.9,123.648,-34.666
40375,08 14 36.17,+13 01 21.3,123.651,13.023
40376,08 14 39.03,+01 09 26.6,123.663,1.157
∗40377,08 14 39.62,-66 16 12.4,123.665,-66.27
∗40378,08 14 39.26,+26 43 48.4,123.664,26.73
∗40379,08 14 39.41,-41 39 14.1,123.664,-41.654
40380,08 14 39.72,+62 56 11.4,123.665,62.936
40381,08 14 39.82,-25 59 58.6,123.666,-26.0
40382,08 14 39.88,-58 09 50.4,123.666,-58.164
40383,08 14 40.24,+47 17 33.6,123.668,47.293
40384,08 14 40.76,+33 10 42.9,123.67,33.179
40385,08 14 42.45,-49 58 59.6,123.677,-49.983
40386,08 14 42.71,-73 48 26.2,123.678,-73.807
40387,08 14 43.39,+27 09 47.5,123.681,27.163
40388,08 14 43.54,+24 44 05.4,123.681,24.735
40389,08 14 45.61,-39 45 41.1,123.69,-39.761
40390,08 14 47.05,+62 02 11.9,123.696,62.037
40391,08 14 47.80,-70 49 29.5,123.699,-70.825
40392,08 14 48.20,-45 49 17.8,123.701,-45.822
40393,08 14 49.02,+43 02 06.2,123.704,43.035
40394,08 14 50.25,-38 24 45.7,123.709,-38.413
40395,08 14 50.31,+48 49 16.4,123.71,48.821
40396,08 14 50.52,-69 37 21.6,123.71,-69.623
40397,08 14 51.25,-46 29 09.3,123.714,-46.486
∗40398,08 14 51.94,+31 17 38.8,123.716,31.294
∗40399,08 14 51.88,+20 17 06.3,123.716,20.285
40400,08 14 52.40,+36 27 37.4,123.718,36.46
40401,08 14 52.64,+27 06 06.7,123.719,27.102
40402,08 14 53.95,+52 56 37.6,123.725,52.944
40403,08 14 54.05,+40 34 42.9,123.725,40.579
40404,08 14 55.45,+21 04 48.7,123.731,21.08
40405,08 14 55.65,-55 30 59.0,123.732,-55.516
40406,08 14 55.85,-17 16 34.1,123.733,-17.276
40407,08 14 56.71,-35 41 19.6,123.736,-35.689
40408,08 14 56.91,+32 08 57.4,123.737,32.149
40409,08 14 57.89,-17 41 54.8,123.741,-17.699
40410,08 14 59.54,+16 04 43.1,123.748,16.079
40411,08 14 59.86,+41 08 28.7,123.749,41.141
40412,08 15 00.69,-30 25 09.5,123.753,-30.419
40413,08 15 00.69,-30 51 25.7,123.753,-30.857
40414,08 15 00.89,-29 04 04.1,123.754,-29.068
40415,08 15 01.78,-79 19 07.5,123.757,-79.319
40416,08 15 02.09,-28 27 04.8,123.759,-28.451
40417,08 15 03.30,+50 05 25.2,123.764,50.09
40418,08 15 04.47,-59 37 37.0,123.769,-59.627
40419,08 15 07.74,-06 55 06.6,123.782,-6.918
40420,08 15 08.03,+15 02 25.6,123.783,15.04
40421,08 15 08.99,+23 44 49.4,123.787,23.747
40422,08 15 10.25,-40 25 58.5,123.793,-40.433
40423,08 15 12.06,+37 54 49.1,123.8,37.914
40424,08 15 14.76,-28 41 09.5,123.811,-28.686
∗40425,08 15 15.64,+05 33 15.6,123.815,5.554
∗40426,08 15 15.62,-00 45 41.9,123.815,-0.762
40427,08 15 15.68,-49 10 48.6,123.815,-49.18
40428,08 15 15.82,+05 33 28.9,123.816,5.558
40429,08 15 15.95,-62 54 56.2,123.816,-62.916
40430,08 15 18.99,-49 13 19.8,123.829,-49.222
40431,08 15 20.45,+60 01 02.0,123.835,60.017
40432,08 15 21.25,+28 50 05.1,123.839,28.835
40433,08 15 23.27,-50 26 57.1,123.847,-50.449
40434,08 15 23.50,+46 06 31.1,123.848,46.109
40435,08 15 24.46,-23 38 16.0,123.852,-23.638
40436,08 15 24.68,-71 50 18.6,123.853,-71.838
40437,08 15 24.87,-11 17 34.4,123.854,-11.293
40438,08 15 25.22,-52 03 36.6,123.855,-52.06
40439,08 15 25.44,-00 05 14.9,123.856,-0.087
40440,08 15 26.87,-27 38 21.8,123.862,-27.639
40441,08 15 27.67,+43 58 11.4,123.865,43.97
40442,08 15 27.89,-37 22 02.8,123.866,-37.367
40443,08 15 28.08,-37 22 19.4,123.867,-37.372
40444,08 15 28.57,-42 25 58.4,123.869,-42.433
40445,08 15 28.99,-47 35 47.4,123.871,-47.596
40446,08 15 30.23,-49 03 00.6,123.876,-49.05
40447,08 15 30.75,+43 00 16.5,123.878,43.005
40448,08 15 31.14,+07 38 13.9,123.88,7.637
40449,08 15 31.23,+09 58 41.4,123.88,9.978
40450,08 15 31.42,+02 49 56.0,123.881,2.832
40451,08 15 32.54,+53 16 02.7,123.886,53.267
40452,08 15 33.32,+11 25 53.5,123.889,11.432
40453,08 15 33.54,-13 37 27.3,123.89,-13.624
40454,08 15 34.19,-40 16 05.6,123.892,-40.268
40455,08 15 37.53,-49 59 34.5,123.906,-49.993
40456,08 15 38.13,-74 13 43.4,123.909,-74.229
40457,08 15 39.21,-01 14 50.5,123.913,-1.247
40458,08 15 39.55,+17 34 19.5,123.915,17.572
40459,08 15 39.95,-26 00 33.9,123.916,-26.009
40460,08 15 40.20,-04 58 50.0,123.918,-4.981
40461,08 15 41.75,+00 42 29.4,123.924,0.708
40462,08 15 42.12,+66 10 32.8,123.925,66.176
40463,08 15 42.41,-44 19 22.4,123.927,-44.323
40464,08 15 42.51,-29 09 25.0,123.927,-29.157
40465,08 15 45.16,-10 26 54.0,123.938,-10.448
40466,08 15 45.76,-30 34 44.5,123.941,-30.579
40467,08 15 46.14,+62 07 56.4,123.942,62.132
40468,08 15 48.34,-07 20 11.2,123.951,-7.336
40469,08 15 48.54,+02 48 05.0,123.952,2.801
40470,08 15 48.62,+35 56 21.5,123.953,35.939
40471,08 15 49.19,+20 44 45.0,123.955,20.746
40472,08 15 49.40,+32 10 38.1,123.956,32.177
40473,08 15 49.50,+02 47 58.8,123.956,2.8
40474,08 15 50.52,+60 22 50.1,123.96,60.381
40475,08 15 51.02,-64 29 06.6,123.963,-64.485
40476,08 15 52.57,-30 55 33.3,123.969,-30.926
∗40477,08 15 52.90,+50 47 08.6,123.97,50.786
∗40478,08 15 52.86,-46 18 44.6,123.97,-46.312
40479,08 15 53.31,+02 27 25.6,123.972,2.457
40480,08 15 56.24,-31 09 16.1,123.984,-31.154
40481,08 15 56.93,+44 16 38.4,123.987,44.277
40482,08 15 58.28,+49 46 19.4,123.993,49.772
40483,08 15 58.45,+18 41 38.2,123.994,18.694
∗40484,08 15 58.84,+29 38 39.0,123.995,29.644
∗40485,08 15 58.83,-35 54 11.5,123.995,-35.903
40486,08 15 59.04,-30 11 04.4,123.996,-30.185
40487,08 15 59.34,-19 24 29.6,123.997,-19.408
40488,08 15 59.49,+40 33 40.5,123.998,40.561
40489,08 16 00.41,+73 42 40.3,124.002,73.711
40490,08 16 01.47,-49 11 07.0,124.006,-49.185
40491,08 16 02.16,+49 54 11.1,124.009,49.903
40492,08 16 02.50,+47 33 35.4,124.01,47.56
40493,08 16 03.41,-44 12 40.6,124.014,-44.211
40494,08 16 03.66,-46 40 31.0,124.015,-46.675
40495,08 16 05.59,-57 16 09.3,124.023,-57.269
40496,08 16 05.87,-33 43 27.2,124.024,-33.724
40497,08 16 06.66,+57 05 40.8,124.028,57.095
40498,08 16 06.66,-05 14 33.1,124.028,-5.243
40499,08 16 07.35,+07 42 31.9,124.031,7.709
40500,08 16 07.50,+03 47 47.5,124.031,3.797
40501,08 16 08.20,+01 18 08.7,124.034,1.302
40502,08 16 09.52,-73 08 59.2,124.04,-73.15
40503,08 16 09.87,+46 48 08.0,124.041,46.802
40504,08 16 10.45,-43 38 12.7,124.044,-43.637
40505,08 16 12.08,-15 41 09.7,124.05,-15.686
40506,08 16 12.57,-35 52 56.1,124.052,-35.882
40507,08 16 12.85,+40 20 00.2,124.054,40.333
40508,08 16 14.52,+52 20 32.3,124.061,52.342
40509,08 16 14.79,-64 30 22.3,124.062,-64.506
40510,08 16 15.06,+57 03 53.7,124.063,57.065
40511,08 16 15.08,-70 24 05.3,124.063,-70.401
40512,08 16 15.33,+09 24 23.2,124.064,9.406
40513,08 16 16.85,+74 29 39.2,124.07,74.494
40514,08 16 17.45,-86 33 26.7,124.073,-86.557
40515,08 16 18.43,-44 20 36.6,124.077,-44.344
40516,08 16 21.46,-45 09 50.4,124.089,-45.164
40517,08 16 22.37,+63 43 48.6,124.093,63.73
40518,08 16 23.17,-17 22 04.2,124.097,-17.368
40519,08 16 25.00,-36 12 09.4,124.104,-36.203
40520,08 16 25.17,-39 45 11.2,124.105,-39.753
40521,08 16 25.42,-02 53 08.3,124.106,-2.886
40522,08 16 25.89,+35 33 02.8,124.108,35.551
40523,08 16 26.53,-03 13 34.0,124.111,-3.226
40524,08 16 29.07,+30 58 05.4,124.121,30.968
40525,08 16 29.94,+14 24 42.6,124.125,14.412
40526,08 16 30.95,+09 11 08.4,124.129,9.186
40527,08 16 31.21,+79 30 04.1,124.13,79.501
40528,08 16 31.35,-52 45 36.1,124.131,-52.76
40529,08 16 31.87,+22 56 24.9,124.133,22.94
40530,08 16 32.84,+11 02 37.3,124.137,11.044
40531,08 16 33.00,+37 16 53.9,124.138,37.282
40532,08 16 33.13,+79 30 24.2,124.138,79.507
40533,08 16 33.43,+44 56 08.7,124.139,44.936
40534,08 16 33.83,+11 43 34.6,124.141,11.726
40535,08 16 35.03,+59 13 41.6,124.146,59.228
40536,08 16 35.63,+54 04 20.1,124.148,54.072
40537,08 16 37.47,-49 53 43.2,124.156,-49.895
40538,08 16 37.84,-51 27 31.3,124.158,-51.459
40539,08 16 38.74,-33 10 38.4,124.161,-33.177
40540,08 16 40.11,-70 14 21.9,124.167,-70.239
40541,08 16 42.45,+07 23 22.9,124.177,7.39
40542,08 16 42.77,-09 03 12.6,124.178,-9.054
40543,08 16 44.56,-21 52 55.5,124.186,-21.882
40544,08 16 45.49,+21 13 51.8,124.19,21.231
40545,08 16 45.79,+07 22 21.7,124.191,7.373
40546,08 16 46.86,+40 07 53.2,124.195,40.131
40547,08 16 47.21,-64 24 11.5,124.197,-64.403
40548,08 16 47.64,-09 00 51.3,124.198,-9.014
40549,08 16 47.98,+75 44 35.5,124.2,75.743
40550,08 16 48.51,+72 44 41.4,124.202,72.745
40551,08 16 51.72,-19 09 58.9,124.216,-19.166
40552,08 16 52.09,-15 09 07.1,124.217,-15.152
40553,08 16 52.17,-12 35 26.7,124.217,-12.591
∗40554,08 16 52.79,-16 14 15.2,124.22,-16.238
∗40555,08 16 52.79,-76 25 36.3,124.22,-76.427
40556,08 16 52.95,-64 11 13.6,124.221,-64.187
40557,08 16 53.01,-53 37 34.9,124.221,-53.626
40558,08 16 53.20,+10 32 25.5,124.222,10.54
40559,08 16 53.96,+84 03 27.7,124.225,84.058
40560,08 16 54.10,+32 27 49.2,124.225,32.464
40561,08 16 54.23,-21 19 14.4,124.226,-21.321
40562,08 16 54.82,+43 16 14.4,124.228,43.271
40563,08 16 55.10,-34 51 34.5,124.23,-34.86
40564,08 16 55.88,+18 04 45.4,124.233,18.079
40565,08 16 56.63,+21 55 11.5,124.236,21.92
40566,08 16 56.92,+64 35 28.5,124.237,64.591
40567,08 16 56.92,+48 33 59.5,124.237,48.567
40568,08 16 57.24,-53 42 09.2,124.239,-53.703
40569,08 16 57.45,-35 24 29.9,124.239,-35.408
40570,08 16 58.08,+59 11 21.8,124.242,59.189
40571,08 16 58.28,+22 45 45.5,124.243,22.763
40572,08 16 59.59,-57 27 44.4,124.248,-57.462
40573,08 17 00.73,+41 56 19.8,124.253,41.939
40574,08 17 00.74,-43 05 35.9,124.253,-43.093
40575,08 17 01.30,-45 45 07.2,124.255,-45.752
40576,08 17 03.41,-33 00 27.0,124.264,-33.008
40577,08 17 06.21,-34 29 50.1,124.276,-34.497
40578,08 17 06.49,-10 51 50.5,124.277,-10.864
40579,08 17 07.05,-68 41 08.4,124.279,-68.686
40580,08 17 07.36,+11 21 04.6,124.281,11.351
40581,08 17 09.61,-03 21 49.3,124.29,-3.364
40582,08 17 09.70,-10 39 43.0,124.29,-10.662
40583,08 17 11.47,-44 40 00.4,124.298,-44.667
40584,08 17 11.57,-12 53 00.1,124.298,-12.883
40585,08 17 12.08,-65 39 26.0,124.3,-65.657
40586,08 17 12.57,-47 39 56.0,124.302,-47.666
40587,08 17 12.93,-39 08 54.0,124.304,-39.148
40588,08 17 14.66,-40 14 29.4,124.311,-40.242
40589,08 17 14.79,-17 23 12.0,124.312,-17.387
40590,08 17 15.10,-35 30 03.5,124.313,-35.501
40591,08 17 15.50,-23 44 07.7,124.315,-23.735
40592,08 17 15.70,-05 22 09.0,124.315,-5.369
40593,08 17 16.64,-13 48 30.5,124.319,-13.808
40594,08 17 16.66,-46 53 35.7,124.319,-46.893
40595,08 17 16.90,+24 40 40.8,124.32,24.678
40596,08 17 17.62,-42 31 17.6,124.323,-42.522
40597,08 17 18.47,+04 13 09.0,124.327,4.219
40598,08 17 19.01,-01 50 19.4,124.329,-1.839
40599,08 17 19.52,-69 27 51.0,124.331,-69.464
40600,08 17 19.58,-47 55 12.4,124.332,-47.92
40601,08 17 21.85,-10 55 34.8,124.341,-10.926
40602,08 17 22.50,+52 55 34.6,124.344,52.926
40603,08 17 22.89,+27 02 57.5,124.345,27.049
40604,08 17 23.14,-16 17 06.3,124.346,-16.285
40605,08 17 23.25,-21 49 44.7,124.347,-21.829
40606,08 17 25.96,-54 29 07.5,124.358,-54.485
40607,08 17 26.72,-29 07 56.0,124.361,-29.132
40608,08 17 28.36,-32 52 12.3,124.368,-32.87
40609,08 17 28.53,+60 33 06.5,124.369,60.552
40610,08 17 28.81,-62 51 52.3,124.37,-62.865
40611,08 17 29.10,-26 18 07.1,124.371,-26.302
40612,08 17 29.34,-41 00 28.8,124.372,-41.008
40613,08 17 29.43,-03 59 18.8,124.373,-3.989
40614,08 17 29.89,+55 58 12.1,124.375,55.97
40615,08 17 30.75,+69 41 21.5,124.378,69.689
40616,08 17 31.47,+36 23 00.7,124.381,36.384
40617,08 17 31.66,+08 51 58.8,124.382,8.866
40618,08 17 32.13,-72 17 08.7,124.384,-72.286
40619,08 17 32.42,+27 24 08.4,124.385,27.402
40620,08 17 34.03,+70 10 37.7,124.392,70.177
40621,08 17 34.21,-58 41 51.1,124.393,-58.698
40622,08 17 34.48,-25 00 08.5,124.394,-25.002
40623,08 17 34.94,-18 57 22.3,124.396,-18.956
40624,08 17 35.52,+01 08 45.8,124.398,1.146
40625,08 17 36.28,+24 50 13.7,124.401,24.837
40626,08 17 37.87,+06 14 42.0,124.408,6.245
40627,08 17 38.88,+00 28 45.9,124.412,0.479
40628,08 17 40.78,+09 09 53.2,124.42,9.165
40629,08 17 41.30,-39 06 10.8,124.422,-39.103
40630,08 17 42.03,-66 37 29.1,124.425,-66.625
40631,08 17 42.72,+44 44 59.7,124.428,44.75
∗40632,08 17 43.06,+43 29 57.3,124.429,43.499
∗40633,08 17 43.04,-50 19 42.7,124.429,-50.329
40634,08 17 43.31,+76 12 44.9,124.43,76.212
40635,08 17 44.06,+02 47 36.7,124.434,2.794
40636,08 17 44.34,-55 53 31.0,124.435,-55.892
40637,08 17 44.95,-55 46 31.3,124.437,-55.775
40638,08 17 44.99,-61 28 00.0,124.437,-61.467
40639,08 17 46.15,-36 04 03.3,124.442,-36.068
40640,08 17 46.60,+25 26 31.9,124.444,25.442
40641,08 17 47.48,+37 52 03.7,124.448,37.868
40642,08 17 49.11,-28 10 59.7,124.455,-28.183
40643,08 17 49.45,-18 38 52.2,124.456,-18.648
40644,08 17 49.96,+19 50 07.7,124.458,19.835
40645,08 17 50.36,+35 43 42.3,124.46,35.728
40646,08 17 50.42,+59 34 16.1,124.46,59.571
40647,08 17 50.91,-41 55 39.1,124.462,-41.928
40648,08 17 51.97,+02 27 42.1,124.467,2.462
40649,08 17 52.14,-01 48 12.6,124.467,-1.804
40650,08 17 52.36,+21 10 39.4,124.468,21.178
40651,08 17 53.72,+43 24 35.2,124.474,43.41
40652,08 17 54.60,-25 21 40.2,124.478,-25.361
40653,08 17 54.85,+64 47 30.9,124.479,64.792
40654,08 17 55.41,+38 48 03.1,124.481,38.801
40655,08 17 55.79,-59 10 00.3,124.482,-59.167
40656,08 17 58.26,-30 00 13.3,124.493,-30.004
40657,08 17 59.24,+13 38 23.6,124.497,13.64
40658,08 17 59.36,+06 14 02.7,124.497,6.234
40659,08 18 00.20,-38 49 46.1,124.501,-38.829
40660,08 18 00.43,-16 51 38.3,124.502,-16.861
40661,08 18 01.14,-14 58 29.7,124.505,-14.975
40662,08 18 01.15,-47 05 30.8,124.505,-47.092
40663,08 18 01.78,-04 01 08.2,124.507,-4.019
40664,08 18 03.42,+66 06 06.4,124.514,66.102
40665,08 18 03.56,+31 16 40.9,124.515,31.278
40666,08 18 05.03,-60 18 50.1,124.521,-60.314
40667,08 18 06.62,+26 25 28.7,124.528,26.425
40668,08 18 07.90,-51 58 10.4,124.533,-51.97
40669,08 18 08.33,+11 39 24.9,124.535,11.657
40670,08 18 09.17,-48 16 50.9,124.538,-48.281
40671,08 18 10.97,+30 36 10.1,124.546,30.603
40672,08 18 11.88,-14 13 36.4,124.549,-14.227
40673,08 18 12.80,-37 22 28.6,124.553,-37.375
40674,08 18 14.12,+44 36 47.3,124.559,44.613
40675,08 18 14.43,+15 40 40.6,124.56,15.678
40676,08 18 14.56,+29 04 44.8,124.561,29.079
40677,08 18 15.81,+54 08 37.6,124.566,54.144
40678,08 18 17.39,-35 27 06.1,124.572,-35.452
40679,08 18 18.65,-30 39 17.4,124.578,-30.655
40680,08 18 18.78,-65 36 47.7,124.578,-65.613
40681,08 18 19.65,+38 59 10.0,124.582,38.986
40682,08 18 20.13,-26 20 40.5,124.584,-26.345
40683,08 18 20.72,-10 07 33.7,124.586,-10.126
40684,08 18 21.34,+05 04 27.1,124.589,5.074
40685,08 18 21.46,+65 38 37.3,124.589,65.644
40686,08 18 21.75,+12 33 43.2,124.591,12.562
40687,08 18 22.02,+61 27 38.3,124.592,61.461
40688,08 18 22.77,-24 36 58.4,124.595,-24.616
40689,08 18 22.96,+05 58 18.1,124.596,5.972
40690,08 18 23.00,-60 18 40.4,124.596,-60.311
40691,08 18 23.03,+09 09 05.0,124.596,9.151
40692,08 18 23.23,+37 03 22.4,124.597,37.056
40693,08 18 23.78,-12 37 47.2,124.599,-12.63
40694,08 18 24.70,-07 34 16.7,124.603,-7.571
40695,08 18 25.62,-40 21 30.4,124.607,-40.358
40696,08 18 26.20,+22 13 13.7,124.609,22.22
40697,08 18 26.82,+34 28 15.9,124.612,34.471
40698,08 18 26.97,+38 57 50.0,124.612,38.964
40699,08 18 28.86,+54 33 50.0,124.62,54.564
40700,08 18 29.12,+18 57 53.1,124.621,18.965
40701,08 18 29.92,-85 04 35.1,124.625,-85.076
40702,08 18 31.27,-76 55 11.9,124.63,-76.92
40703,08 18 32.14,-52 42 24.1,124.634,-52.707
40704,08 18 32.66,+05 11 05.5,124.636,5.185
40705,08 18 33.30,-74 44 16.4,124.639,-74.738
40706,08 18 33.39,-36 39 34.3,124.639,-36.66
40707,08 18 34.69,-32 25 34.0,124.645,-32.426
40708,08 18 34.77,-22 04 14.5,124.645,-22.071
40709,08 18 34.95,+47 02 02.8,124.646,47.034
40710,08 18 34.97,-15 25 56.7,124.646,-15.432
40711,08 18 35.66,+42 53 05.2,124.649,42.885
40712,08 18 36.18,+58 04 18.4,124.651,58.072
40713,08 18 37.34,-14 33 59.0,124.656,-14.566
40714,08 18 37.43,-40 19 44.1,124.656,-40.329
40715,08 18 39.43,+31 48 34.4,124.664,31.81
40716,08 18 41.73,+33 20 09.1,124.674,33.336
40717,08 18 42.04,-30 38 23.0,124.675,-30.64
∗40718,08 18 42.76,+37 44 14.0,124.678,37.737
∗40719,08 18 42.78,+14 16 33.6,124.678,14.276
∗40720,08 18 42.69,-08 51 09.6,124.678,-8.853
40721,08 18 43.44,-30 39 19.1,124.681,-30.655
40722,08 18 43.78,-06 10 53.7,124.682,-6.182
40723,08 18 44.34,-29 50 32.8,124.685,-29.842
40724,08 18 44.39,-15 12 08.1,124.685,-15.202
40725,08 18 44.49,-75 00 52.9,124.685,-75.015
40726,08 18 44.60,-20 32 42.7,124.686,-20.545
40727,08 18 45.14,+63 15 32.1,124.688,63.259
40728,08 18 45.91,-72 47 29.5,124.691,-72.792
40729,08 18 46.18,+39 43 29.4,124.692,39.725
40730,08 18 46.62,-29 45 01.2,124.694,-29.75
40731,08 18 47.19,-46 03 34.5,124.697,-46.06
40732,08 18 47.49,-03 21 41.7,124.698,-3.362
40733,08 18 51.88,+18 19 10.8,124.716,18.32
40734,08 18 53.07,+59 34 42.6,124.721,59.579
40735,08 18 53.73,-42 31 36.3,124.724,-42.527
40736,08 18 53.87,-67 41 30.2,124.724,-67.692
∗40737,08 18 54.07,+60 29 30.6,124.725,60.492
∗40738,08 18 54.04,-45 02 10.6,124.725,-45.036
40739,08 18 54.74,+26 20 07.5,124.728,26.335
40740,08 18 57.31,-39 04 44.6,124.739,-39.079
40741,08 18 58.10,-60 11 40.4,124.742,-60.195
40742,08 18 58.31,-47 12 39.4,124.743,-47.211
40743,08 18 58.96,+56 15 17.0,124.746,56.255
40744,08 19 03.00,+49 26 46.3,124.763,49.446
40745,08 19 03.45,+02 31 28.1,124.764,2.524
40746,08 19 03.58,-40 51 00.3,124.765,-40.85
40747,08 19 04.42,+18 09 49.2,124.768,18.164
40748,08 19 04.55,-29 44 17.2,124.769,-29.738
40749,08 19 05.60,-48 11 52.4,124.773,-48.198
40750,08 19 07.40,-02 04 48.4,124.781,-2.08
40751,08 19 07.78,+63 33 43.9,124.782,63.562
40752,08 19 08.13,-38 10 38.2,124.784,-38.177
40753,08 19 08.26,+72 14 27.9,124.784,72.241
40754,08 19 08.70,+16 07 18.8,124.786,16.122
40755,08 19 09.04,-46 12 18.9,124.788,-46.205
40756,08 19 09.21,+24 10 29.1,124.788,24.175
40757,08 19 09.85,-54 32 23.3,124.791,-54.54
40758,08 19 11.22,-61 42 08.7,124.797,-61.702
40759,08 19 11.99,+15 01 12.2,124.8,15.02
40760,08 19 12.30,-13 36 28.6,124.801,-13.608
40761,08 19 13.37,+14 12 02.2,124.806,14.201
40762,08 19 13.42,-43 58 33.2,124.806,-43.976
40763,08 19 14.38,-07 33 29.5,124.81,-7.558
40764,08 19 14.38,-29 46 10.5,124.81,-29.77
40765,08 19 15.10,-05 37 10.6,124.813,-5.62
40766,08 19 15.11,-10 09 57.0,124.813,-10.166
40767,08 19 15.14,-26 47 59.5,124.813,-26.8
40768,08 19 15.73,-27 50 57.2,124.816,-27.849
40769,08 19 15.89,-67 48 12.6,124.816,-67.803
40770,08 19 16.40,+40 51 55.9,124.818,40.866
40771,08 19 16.68,-16 51 38.3,124.82,-16.861
40772,08 19 17.18,+62 30 25.7,124.822,62.507
40773,08 19 18.28,-23 47 49.2,124.826,-23.797
40774,08 19 19.15,+01 20 20.4,124.83,1.339
40775,08 19 19.72,-37 10 11.3,124.832,-37.17
40776,08 19 19.98,+48 07 34.3,124.833,48.126
40777,08 19 22.27,-20 09 51.4,124.843,-20.164
40778,08 19 22.61,+54 05 15.1,124.844,54.088
40779,08 19 23.70,+28 13 39.3,124.849,28.228
40780,08 19 23.86,-09 48 31.7,124.849,-9.809
40781,08 19 23.98,+21 15 26.3,124.85,21.257
40782,08 19 25.77,+32 29 51.5,124.857,32.498
40783,08 19 25.88,+01 36 10.5,124.858,1.603
40784,08 19 25.91,-68 20 13.6,124.858,-68.337
40785,08 19 27.70,+35 01 25.2,124.865,35.024
40786,08 19 29.49,-11 52 58.6,124.873,-11.883
40787,08 19 29.52,-34 35 24.5,124.873,-34.59
40788,08 19 29.77,+39 35 43.5,124.874,39.595
40789,08 19 29.78,-42 00 31.7,124.874,-42.009
40790,08 19 31.09,-40 26 58.4,124.88,-40.45
40791,08 19 31.80,+35 02 44.5,124.882,35.046
40792,08 19 31.81,+26 38 27.0,124.883,26.641
∗40793,08 19 32.21,+75 45 24.7,124.884,75.757
∗40794,08 19 32.16,-68 59 32.9,124.884,-68.992
40795,08 19 34.14,+30 42 59.2,124.892,30.716
40796,08 19 34.91,+45 28 01.6,124.895,45.467
40797,08 19 35.67,-00 47 21.2,124.899,-0.789
40798,08 19 36.60,-26 42 29.3,124.903,-26.708
40799,08 19 36.91,-46 26 23.6,124.904,-46.44
40800,08 19 38.05,-31 49 24.5,124.909,-31.823
40801,08 19 40.85,-25 25 25.6,124.92,-25.424
40802,08 19 41.61,-58 53 26.9,124.923,-58.891
40803,08 19 41.87,-50 39 59.6,124.924,-50.667
40804,08 19 42.74,-27 04 54.4,124.928,-27.082
40805,08 19 43.09,-18 15 52.9,124.93,-18.265
40806,08 19 43.20,+50 16 38.0,124.93,50.277
40807,08 19 43.66,+20 55 05.1,124.932,20.918
40808,08 19 44.08,-60 06 11.3,124.934,-60.103
40809,08 19 44.43,-35 18 58.3,124.935,-35.316
40810,08 19 44.54,-49 32 12.5,124.936,-49.537
40811,08 19 45.44,-37 25 03.9,124.939,-37.418
40812,08 19 45.66,-33 36 04.0,124.94,-33.601
40813,08 19 46.23,+20 20 12.9,124.943,20.337
40814,08 19 47.57,+35 12 04.8,124.948,35.201
40815,08 19 48.07,+33 12 54.3,124.95,33.215
∗40816,08 19 49.84,-35 03 55.3,124.958,-35.065
∗40817,08 19 49.00,-71 30 54.0,124.954,-71.515
40818,08 19 49.85,+03 56 53.1,124.958,3.948
40819,08 19 52.43,+07 36 30.4,124.968,7.608
40820,08 19 52.51,+04 44 34.4,124.969,4.743
40821,08 19 53.89,-56 14 59.9,124.975,-56.25
40822,08 19 53.93,-12 51 25.0,124.975,-12.857
40823,08 19 55.82,+39 53 05.0,124.983,39.885
40824,08 19 57.81,-51 56 31.1,124.991,-51.942
40825,08 19 57.93,-47 40 48.2,124.991,-47.68
∗40826,08 19 58.44,-36 36 40.4,124.993,-36.611
∗40827,08 19 58.43,+63 04 11.3,124.993,63.07
40828,08 19 58.55,-53 41 17.4,124.994,-53.688
40829,08 19 59.69,+51 17 14.4,124.999,51.287
40830,08 19 59.73,-78 19 42.9,124.999,-78.329
40831,08 19 59.99,-34 25 14.5,125.0,-34.421
40832,08 20 00.12,+19 51 03.6,125.001,19.851
∗40833,08 20 00.74,+23 48 33.7,125.003,23.809
∗40834,08 20 00.56,-71 30 19.7,125.002,-71.505
40835,08 20 01.33,+16 13 24.5,125.006,16.223
40836,08 20 01.43,+19 27 11.7,125.006,19.453
40837,08 20 01.59,-66 29 49.8,125.007,-66.497
40838,08 20 01.70,-56 51 29.8,125.007,-56.858
40839,08 20 02.35,+06 16 16.5,125.01,6.271
40840,08 20 02.38,-50 53 01.4,125.01,-50.884
40841,08 20 02.79,+73 20 12.3,125.012,73.337
40842,08 20 03.29,-14 36 46.3,125.014,-14.613
40843,08 20 03.87,+27 13 07.0,125.016,27.219
40844,08 20 03.92,+44 39 50.4,125.016,44.664
