objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237648721252189040,756,301,3,756,880,6,228.988963455542,-0.123742896446267,25.00886,23.07184,22.19509,22.43599,22.95246,0.6584198,0.1603521,0.1171813,0.215312,0.6434435
1237648721252189962,756,301,3,756,1802,6,228.992822691567,-0.125619632736085,24.06599,23.07885,22.57589,21.98692,21.83683,0.6934587,0.1775223,0.1792216,0.1612401,0.5084187
1237648721252189960,756,301,3,756,1800,6,228.993427131777,-0.126377530809541,23.74142,22.90391,22.46013,22.39528,22.06897,0.5318065,0.1367918,0.1447103,0.2039313,0.5123404
1237648721252189959,756,301,3,756,1799,6,228.992777250411,-0.127204543062537,23.70497,22.23322,21.99369,21.68677,21.60121,0.5741723,0.08580698,0.1081534,0.124209,0.4303976
1237648721252189957,756,301,3,756,1797,6,228.993775357944,-0.125304282962252,23.92563,22.43757,22.03518,21.68186,22.2443,0.5878346,0.09478526,0.1017847,0.1098664,0.5520481
1237648721252189958,756,301,3,756,1798,3,228.992259801758,-0.124879136512309,24.269,22.95276,21.72693,21.20384,20.54196,0.9067812,0.1960044,0.1057906,0.1019594,0.2284636
1237648721252189955,756,301,3,756,1795,6,228.993613355623,-0.124309281650845,21.7665,20.56835,20.16372,20.09455,20.11631,0.1200793,0.02254875,0.02259931,0.02995883,0.1145048
1237648721252191304,756,301,3,756,3144,6,228.992458419943,-0.122336435134145,25.40657,23.58622,22.66958,22.94679,21.44082,0.5444396,0.2408135,0.1750941,0.3229859,0.3419
1237648721252189042,756,301,3,756,882,6,228.990602842714,-0.122813929476193,23.36843,23.02918,22.29905,22.73483,22.08554,0.437759,0.1605133,0.1329572,0.2852155,0.551896
1237648721252188973,756,301,3,756,813,6,228.976228670723,-0.120312128804305,25.13492,23.52165,21.50318,20.38284,19.85474,0.6176986,0.2265175,0.0636549,0.03660968,0.08952367
1237648721252188971,756,301,3,756,811,6,228.978497042201,-0.124293667245315,22.63509,19.78024,18.64962,18.2493,17.94211,0.2373104,0.01345589,0.008534763,0.008573561,0.02003315
1237648721252188974,756,301,3,756,814,6,228.978460015434,-0.122524674077398,22.02148,21.00093,20.71344,20.58787,21.54152,0.1521265,0.0315853,0.0357953,0.04660768,0.3932878
1237648721252188977,756,301,3,756,817,6,228.977654676779,-0.120134664430016,23.30052,21.58469,21.20258,21.14393,22.18213,0.4356646,0.05082837,0.05498675,0.07746609,0.6172889
1237648721252188981,756,301,3,756,821,6,228.978127324699,-0.121169732851764,24.84852,23.41523,23.082,22.94505,22.82437,0.7877917,0.2452172,0.286251,0.3774804,0.7598802
1237648721252188980,756,301,3,756,820,6,228.978774635287,-0.120961935709451,23.05389,23.57956,22.73555,22.41613,21.73516,0.34629,0.2500922,0.1909534,0.2169085,0.4366403
1237648721252190722,756,301,3,756,2562,6,228.981932562414,-0.128598393150407,23.36729,22.12308,21.71086,21.82622,21.71272,0.4138128,0.07232989,0.07658938,0.1255468,0.4190914
1237648721252190719,756,301,3,756,2559,6,228.981768408753,-0.125815814918642,22.64461,21.7693,21.36395,21.18051,21.21218,0.2509429,0.05660935,0.05991599,0.07609753,0.3002105
1237648721252190723,756,301,3,756,2563,6,228.981929425625,-0.12767389658766,23.35366,22.59116,22.20313,22.10523,22.25492,0.4439316,0.1140589,0.1256023,0.1730606,0.6138114
1237648721252188978,756,301,3,756,818,6,228.980351867926,-0.120366160715314,23.75042,22.82049,22.46621,22.24429,21.65569,0.5336623,0.1283973,0.1455633,0.1791165,0.3957644
1237648721252188979,756,301,3,756,819,6,228.981162443348,-0.120863258607986,24.05888,23.03842,22.46399,22.55906,21.92612,0.6666145,0.1654264,0.156526,0.2544996,0.5203812
1237648721252190718,756,301,3,756,2558,6,228.982802635083,-0.123986354180997,25.80847,23.36185,21.94201,20.95427,20.29069,0.4858099,0.2344031,0.1097555,0.0700001,0.1556921
1237648721252190730,756,301,3,756,2570,6,228.983963945924,-0.122115967896918,23.24164,22.4498,21.90613,21.78608,21.98751,0.3745362,0.09304741,0.0890263,0.1194647,0.4849125
1237648721252189034,756,301,3,756,874,6,228.986289129294,-0.121579385599854,21.45544,20.13077,19.60171,19.37492,19.19487,0.09215949,0.0165969,0.01495767,0.0171133,0.05182267
1237648721252189039,756,301,3,756,879,6,228.985956107786,-0.125217256911964,22.65422,22.3589,21.90723,21.82722,21.71933,0.2433058,0.08750196,0.09105415,0.1265452,0.4175505
1237648721252189037,756,301,3,756,877,6,228.988157487534,-0.124902203765825,23.1501,21.43998,21.15378,21.02051,21.44835,0.3628812,0.04183576,0.04797917,0.06251032,0.3780893
1237648721252189041,756,301,3,756,881,6,228.985660870227,-0.123400901962377,24.28617,23.55874,22.34443,22.96283,21.93289,0.6701375,0.2338546,0.130654,0.3239589,0.4746833
1237648721252190734,756,301,3,756,2574,6,228.984394817689,-0.130894693279976,23.09797,21.6069,21.37607,21.29687,21.33889,0.3418309,0.04813651,0.05857544,0.08085285,0.3177218
1237648721252190729,756,301,3,756,2569,6,228.983739483556,-0.126508211933138,23.8499,23.44839,23.28014,22.41991,22.73029,0.561778,0.2144236,0.2854136,0.2072013,0.6326253
1237648721252189043,756,301,3,756,883,6,228.98542935713,-0.128640120400265,24.53337,23.25035,22.91931,22.61374,22.518,0.6976281,0.1811403,0.213183,0.2445098,0.6112612
1237648721252189950,756,301,3,756,1790,3,228.991332025723,-0.130366058248925,25.17992,22.78667,22.24857,21.7035,21.67121,0.7767767,0.1558575,0.1524074,0.1436921,0.515976
1237648721252189951,756,301,3,756,1791,6,228.991548577714,-0.131116076507477,24.50067,23.56279,24.14705,23.35567,23.10093,0.6965649,0.2349658,0.5137852,0.4290428,0.6122851
1237648721252189036,756,301,3,756,876,3,228.989012884011,-0.129149687242604,21.37233,20.28148,19.90514,19.72206,19.61821,0.1014156,0.02064645,0.0212386,0.02611464,0.09027657
1237648721252189038,756,301,3,756,878,6,228.987395065157,-0.126119138147295,23.58079,21.69542,21.20667,21.23846,21.14555,0.4840348,0.05063087,0.04979754,0.07474716,0.2675322
1237648721252189035,756,301,3,756,875,6,228.987084582152,-0.127488746435629,21.8123,20.51223,20.06644,19.78583,20.17284,0.1241081,0.02136707,0.02068951,0.02311407,0.1164182
1237648721252189274,756,301,3,756,1114,6,229.023153240007,-0.0838863730039405,19.97597,18.58043,17.99167,17.76229,17.62882,0.0330402,0.007187572,0.006234315,0.00682247,0.01674535
1237648721252190085,756,301,3,756,1925,6,229.018970567436,-0.0882034833378265,24.61851,23.5382,24.17877,22.97925,21.83903,0.692957,0.2312235,0.5222303,0.3268515,0.4477169
1237648721252190082,756,301,3,756,1922,6,229.018567974546,-0.0873991658811126,24.39274,22.5215,22.05634,21.84072,21.56262,0.6816397,0.09996208,0.1018451,0.1253045,0.3668577
1237648721252189277,756,301,3,756,1117,6,229.018567108446,-0.0837389150802087,24.3933,22.32912,21.93312,22.09417,21.78231,0.6802076,0.08508711,0.09274266,0.1568403,0.4303709
1237648721252190083,756,301,3,756,1923,6,229.01794111038,-0.0859576953827902,23.61725,22.54516,22.11016,22.02272,21.62425,0.4915757,0.1017005,0.1072838,0.1474072,0.3875689
1237648721252190084,756,301,3,756,1924,6,229.019323829317,-0.0870829795315919,24.22731,22.57099,22.18364,22.46145,21.91292,0.6600777,0.1042306,0.1145543,0.2146854,0.4726137
1237648721252190902,756,301,3,756,2742,6,229.022211903308,-0.0887240730736626,23.13769,22.40906,22.06107,21.67173,21.70291,0.3494748,0.09215821,0.1047425,0.1109385,0.4167635
1237648721252188637,756,301,3,756,477,6,229.024232216435,-0.074010397865175,22.63921,21.16497,20.79886,20.71732,20.56359,0.2472045,0.03468198,0.03627821,0.04857275,0.1629052
1237648721252188638,756,301,3,756,478,6,229.024369901693,-0.0734317366366917,22.00781,21.14586,20.85124,20.61111,21.26608,0.1455436,0.03425045,0.03826552,0.04499082,0.2974928
1237648721252188635,756,301,3,756,475,6,229.02636008812,-0.0734646320784082,21.9701,21.02738,20.60649,20.48412,20.50785,0.1389527,0.03090693,0.03093505,0.03976385,0.1545845
1237648721252188645,756,301,3,756,485,6,229.025302549153,-0.0717975875852573,23.48901,22.39054,21.98934,22.16827,21.6359,0.4550804,0.08972278,0.0964781,0.1676213,0.387707
1237648721252190894,756,301,3,756,2734,6,229.020438147013,-0.075558583915367,23.7224,22.30973,21.74077,21.70212,21.01723,0.5399957,0.08731771,0.08168563,0.1179125,0.2516645
1237648721252189275,756,301,3,756,1115,6,229.025112531285,-0.0827660556486292,23.96019,21.67982,20.82433,20.45666,20.70505,0.5898319,0.05028909,0.03668274,0.0388303,0.1849399
1237648721252190117,756,301,3,756,1957,6,229.024279852413,-0.0784925157625563,24.09461,22.43535,21.93229,21.72464,22.23834,0.644762,0.09259517,0.09146633,0.1132798,0.5515423
1237648721252190116,756,301,3,756,1956,6,229.025036947535,-0.0771120874159298,21.81479,20.60041,20.20243,20.09719,19.87799,0.1224133,0.0226372,0.0227785,0.02930157,0.09126789
